household_idx,fid,cluster_id,persona_id,persona_name,persona_avg_fit_score,cluster_id_current,persona_id_current,persona_name_current,mapping_source,is_validated,iteration,ER82017,ER82027,ER82150,ER82181,ER82182,ER82433,ER82800,ER82840,ER82856,ER82926,ER83010,ER83977,ER83978,ER84520,ER85079,ER85311,ER85533,ER85629,ER85666,ER85690,ER85692,ER85701,ER85747,ER85768,ER85780,ER82500,ER82501
235,572,1,1,The Stretched Middle-Income Family,0.6823369565217394,1,1,The Stretched Middle-Income Family,current_validated,True,10,4,2,3,0,0,5,5,1,1,5,5,5,5,3,2,5,0,15380,0,0,0,4043.73,0.0,4043.73,10,0,0
236,445,6,6,The Constrained Optimizer,0.7392418772563183,6,6,The Constrained Optimizer,current_validated,True,10,1,3,5,0,0,5,3,1,1,5,5,5,5,3,2,5,0,8712,0,0,40000,6860.47,924.0,15501.81,13,0,0
237,333,16,16,"Time-Pressed, Student-Loan Burdened Singles",0.6675,16,16,"Time-Pressed, Student-Loan Burdened Singles",current_validated,True,10,2,4,4,0,0,5,1,1,1,1,5,5,5,5,2,5,200,12872,0,3500,11500,8640.0,2820.0,29220.0,9,0,0
238,120,6,6,The Constrained Optimizer,0.7392418772563183,6,6,The Constrained Optimizer,current_validated,True,10,1,3,1,3300,8190,1,2,5,5,1,5,5,5,3,1,1,36207,36207,0,66299,66299,11700.0,2160.0,25497.74,17,0,0
239,1290,6,6,The Constrained Optimizer,0.7392418772563183,6,6,The Constrained Optimizer,current_validated,True,10,1,1,1,4230,8180,1,1,5,5,5,5,5,5,2,2,1,35000,35000,0,0,0,20100.0,3432.0,30127.18,12,0,0
240,1095,1,1,The Stretched Middle-Income Family,0.6823369565217394,1,1,The Stretched Middle-Income Family,current_validated,True,10,2,2,4,7000,7070,5,1,5,1,1,5,5,5,2,2,1,15000,15941,0,3500,3500,8951.12,250.0,15400.12,13,0,0
241,1210,6,6,The Constrained Optimizer,0.7392418772563183,6,6,The Constrained Optimizer,current_validated,True,10,3,3,1,8950,1870,1,2,1,1,1,5,5,5,3,2,5,2500,3000,0,25000,25000,8876.26,0.0,25398.4,11,0,0
242,631,6,6,The Constrained Optimizer,0.7392418772563183,6,6,The Constrained Optimizer,current_validated,True,10,1,3,1,5240,8570,1,3,5,5,5,5,5,5,2,1,1,15600,32280,0,0,35000,3971.67,300.0,7621.67,16,0,0
243,815,6,6,The Constrained Optimizer,0.7392418772563183,6,6,The Constrained Optimizer,current_validated,True,10,1,3,5,0,0,5,4,1,1,1,5,5,5,4,2,5,0,10920,0,0,0,15025.91,120.0,26720.06,12,0,0
244,1031,6,6,The Constrained Optimizer,0.7392418772563183,6,6,The Constrained Optimizer,current_validated,True,10,1,3,1,4050,8680,1,2,5,5,1,5,5,5,2,2,5,12200,12280,0,5000,5000,7770.0,0.0,24090.0,16,0,0
245,1361,6,6,The Constrained Optimizer,0.7392418772563183,6,6,The Constrained Optimizer,current_validated,True,10,1,2,1,3640,7980,1,3,5,5,5,5,5,5,2,2,1,20160,20160,14000,-13450,-13450,10719.69,440.0,23764.69,12,0,0
246,1302,1,1,The Stretched Middle-Income Family,0.6823369565217394,1,1,The Stretched Middle-Income Family,current_validated,True,10,1,2,5,0,0,5,4,5,5,5,5,1,1,4,2,5,100,6700,0,-85000,-5000,14653.32,1009.0,24412.32,14,0,0
247,113,6,6,The Constrained Optimizer,0.7392418772563183,6,6,The Constrained Optimizer,current_validated,True,10,1,3,4,5700,9160,5,1,5,5,1,5,5,5,3,1,1,1528,22979,1200,27575,27575,11310.0,922.0,16602.0,12,0,0
248,71,20,20,Time-Pressed Single with Moderate Means,0.7000000000000001,20,20,Time-Pressed Single with Moderate Means,current_validated,True,10,1,4,4,0,0,5,3,5,5,1,5,5,5,4,2,5,6600,22500,0,0,65000,14400.0,2880.0,22899.0,14,0,0
249,766,6,6,The Constrained Optimizer,0.7392418772563183,6,6,The Constrained Optimizer,current_validated,True,10,1,3,3,2310,7860,5,4,5,5,5,5,5,5,4,1,1,30000,30000,0,16000,16000,6660.0,440.0,11534.31,17,0,0
250,261,6,6,The Constrained Optimizer,0.7392418772563183,6,6,The Constrained Optimizer,current_validated,True,10,1,2,4,6200,770,1,1,1,5,1,1,5,1,4,2,1,500,13220,4000,-2599,-2599,6624.0,0.0,13871.0,15,0,0
251,39,20,20,Time-Pressed Single with Moderate Means,0.7000000000000001,20,20,Time-Pressed Single with Moderate Means,current_validated,True,10,3,1,4,0,0,5,3,5,5,1,5,5,5,4,1,5,0,34320,0,25000,143000,15000.0,0.0,30200.0,14,0,0
252,170,6,6,The Constrained Optimizer,0.7392418772563183,6,6,The Constrained Optimizer,current_validated,True,10,1,3,5,0,0,5,3,5,5,5,5,5,5,4,1,5,0,14400,0,20,20,9085.92,0.0,12435.92,14,0,0
253,19,6,6,The Constrained Optimizer,0.7392418772563183,6,6,The Constrained Optimizer,current_validated,True,10,1,3,1,4600,8470,1,5,5,5,1,5,5,5,3,1,1,30100,30100,0,10427,10427,10300.0,120.0,25228.0,12,0,0
254,84,6,6,The Constrained Optimizer,0.7392418772563183,6,6,The Constrained Optimizer,current_validated,True,10,1,2,1,4220,5390,1,2,5,5,5,5,5,5,1,2,1,20000,20000,0,0,0,10500.0,0.0,15440.0,12,0,0
255,1316,1,1,The Stretched Middle-Income Family,0.6823369565217394,1,1,The Stretched Middle-Income Family,current_validated,True,10,1,3,4,0,0,5,2,5,5,5,5,5,5,4,2,5,50,26450,0,20000,163000,15163.18,1050.0,28690.13,17,0,0
256,1284,6,6,The Constrained Optimizer,0.7392418772563183,6,6,The Constrained Optimizer,current_validated,True,10,1,1,1,3060,8190,1,2,5,5,1,5,1,5,1,1,5,30000,30000,0,-230799,-230799,14060.0,0.0,23928.0,16,0,0
257,1364,6,6,The Constrained Optimizer,0.7392418772563183,6,6,The Constrained Optimizer,current_validated,True,10,1,4,3,4230,9290,1,5,5,5,5,5,5,5,2,2,1,20800,20800,2000,-1300,-1300,11360.0,57.0,21317.0,12,0,0
258,1349,6,6,The Constrained Optimizer,0.7392418772563183,6,6,The Constrained Optimizer,current_validated,True,10,1,1,1,2600,5170,1,1,1,1,5,5,5,5,1,2,1,32500,32500,0,500,500,15180.0,0.0,15180.0,11,0,0
259,1347,1,1,The Stretched Middle-Income Family,0.6823369565217394,1,1,The Stretched Middle-Income Family,current_validated,True,10,2,2,4,725,8180,1,2,5,5,5,5,1,5,3,2,1,18050,18050,0,71500,446500,10368.0,1800.0,18161.46,16,0,0
260,1102,6,6,The Constrained Optimizer,0.7392418772563183,6,6,The Constrained Optimizer,current_validated,True,10,1,2,1,4220,4970,1,3,5,5,5,5,5,5,3,2,1,5000,5000,0,0,0,12960.0,0.0,21121.61,12,0,0
261,818,6,6,The Constrained Optimizer,0.7392418772563183,6,6,The Constrained Optimizer,current_validated,True,10,1,3,1,2300,8470,1,3,5,5,1,5,5,5,2,1,1,25000,29000,0,6000,6000,14780.0,0.0,26785.64,16,0,0
262,851,1,1,The Stretched Middle-Income Family,0.6823369565217394,1,1,The Stretched Middle-Income Family,current_validated,True,10,1,2,4,0,0,5,9,5,5,1,5,5,5,3,1,5,0,34000,0,10000,73000,11914.73,2040.0,22825.78,12,0,0
263,812,6,6,The Constrained Optimizer,0.7392418772563183,6,6,The Constrained Optimizer,current_validated,True,10,1,2,2,3540,8170,1,2,1,1,1,1,1,5,1,2,1,1500,1500,700,-74700,-74700,9400.0,0.0,28648.0,17,0,0
264,636,20,20,Time-Pressed Single with Moderate Means,0.7000000000000001,20,20,Time-Pressed Single with Moderate Means,current_validated,True,10,1,1,4,0,0,5,3,5,5,5,5,5,5,3,2,5,0,33600,0,10500,160500,21480.0,3340.07,28460.07,12,0,0
265,666,6,6,The Constrained Optimizer,0.7392418772563183,6,6,The Constrained Optimizer,current_validated,True,10,3,3,3,4030,8680,5,3,1,1,5,5,1,5,3,2,5,13228,13228,0,-7000,-7000,7244.0,0.0,11171.87,13,0,0
266,192,6,6,The Constrained Optimizer,0.7392418772563183,6,6,The Constrained Optimizer,current_validated,True,10,1,2,1,4030,8680,1,2,1,1,5,5,5,5,2,2,5,5643,20643,0,0,0,14836.0,0.0,17276.0,12,0,0
267,385,1,1,The Stretched Middle-Income Family,0.6823369565217394,1,1,The Stretched Middle-Income Family,current_validated,True,10,1,3,4,0,0,5,2,5,5,1,5,5,5,3,2,5,0,25000,0,42000,182000,17280.0,1000.0,23730.0,16,0,0
268,469,6,6,The Constrained Optimizer,0.7392418772563183,6,6,The Constrained Optimizer,current_validated,True,10,1,3,3,9600,4870,5,3,5,5,5,5,5,5,2,1,1,16800,16800,0,2000,2000,3960.0,0.0,12260.0,11,0,0
269,218,6,6,The Constrained Optimizer,0.7392418772563183,6,6,The Constrained Optimizer,current_validated,True,10,1,3,1,5510,4970,1,3,5,5,1,5,1,5,2,1,1,28000,28000,16000,-43400,-43400,10800.0,0.0,26320.0,16,0,0
270,211,1,1,The Stretched Middle-Income Family,0.6823369565217394,1,1,The Stretched Middle-Income Family,current_validated,True,10,2,2,5,0,0,5,3,1,1,1,5,5,5,4,2,5,0,33600,0,500,70500,11608.45,0.0,27884.29,12,0,0
271,607,6,6,The Constrained Optimizer,0.7392418772563183,6,6,The Constrained Optimizer,current_validated,True,10,1,2,7,4110,8680,1,1,5,5,5,9,1,5,2,2,1,18525,19565,0,-49700,-49700,9420.0,627.0,19881.52,14,0,0
272,1396,1,1,The Stretched Middle-Income Family,0.6823369565217394,1,1,The Stretched Middle-Income Family,current_validated,True,10,2,3,5,0,0,5,5,1,1,1,5,5,5,3,2,5,0,22760,17000,-12900,-12900,15480.0,0.0,25600.0,12,0,0
273,1213,6,6,The Constrained Optimizer,0.7392418772563183,6,6,The Constrained Optimizer,current_validated,True,10,5,2,1,6240,770,1,3,1,1,5,5,5,5,3,2,1,16000,16000,0,0,0,30000.0,0.0,30000.0,16,0,0
274,1171,1,1,The Stretched Middle-Income Family,0.6823369565217394,20,20,Time-Pressed Single with Moderate Means,initial,False,10,2,8,4,4220,7690,5,1,5,5,1,5,5,5,1,2,1,18720,18720,0,6500,6500,3073.64,6085.0,25696.64,6,0,0
275,1166,20,20,Time-Pressed Single with Moderate Means,0.7000000000000001,20,20,Time-Pressed Single with Moderate Means,current_validated,True,10,2,1,4,0,0,5,1,1,5,1,5,5,5,4,2,5,0,26400,0,2000,2000,9960.0,0.0,19950.0,6,0,0
276,934,1,1,The Stretched Middle-Income Family,0.6823369565217394,1,1,The Stretched Middle-Income Family,current_validated,True,10,2,3,5,0,0,5,1,1,1,1,5,5,5,5,2,5,300,14120,0,604,604,9136.0,0.0,13952.0,6,0,0
277,1387,6,6,The Constrained Optimizer,0.7392418772563183,6,6,The Constrained Optimizer,current_validated,True,10,5,3,1,4220,7690,1,3,1,1,5,5,5,5,3,2,1,30000,30000,0,0,0,7200.0,0.0,28600.0,11,0,0
278,1289,6,6,The Constrained Optimizer,0.7392418772563183,6,6,The Constrained Optimizer,current_validated,True,10,4,1,1,3649,8270,1,1,1,1,5,5,5,5,2,2,1,16000,16000,0,1000,1000,7320.0,0.0,10700.0,12,0,0
279,789,23,23,Financially Strained Solo Household,0.743181818181818,23,23,Financially Strained Solo Household,current_validated,True,10,2,3,6,0,0,5,1,1,1,5,5,5,5,4,2,5,0,22536,0,100,100,5580.0,130.0,11420.0,11,0,0
280,650,23,23,Financially Strained Solo Household,0.743181818181818,23,23,Financially Strained Solo Household,current_validated,True,10,3,3,4,0,0,5,1,1,1,1,5,5,1,4,2,5,0,23400,3000,3900,3900,12209.83,200.0,17150.96,12,0,0
281,1354,23,23,Financially Strained Solo Household,0.743181818181818,23,23,Financially Strained Solo Household,current_validated,True,10,1,2,4,0,0,5,1,1,1,5,5,5,5,4,2,5,0,20736,0,0,100000,9860.0,208.6,17068.6,12,0,0
282,1363,6,6,The Constrained Optimizer,0.7392418772563183,6,6,The Constrained Optimizer,current_validated,True,10,3,1,1,2540,7860,1,1,5,5,1,5,5,5,3,1,1,12000,12000,0,0,0,10476.0,553.51,29122.64,13,0,0
283,1374,6,6,The Constrained Optimizer,0.7392418772563183,6,6,The Constrained Optimizer,current_validated,True,10,1,2,4,2000,8370,1,3,5,5,1,5,5,5,2,2,1,5800,33825,0,50400,50400,14825.96,2778.0,30171.96,15,0,0
284,739,1,1,The Stretched Middle-Income Family,0.6823369565217394,1,1,The Stretched Middle-Income Family,current_validated,True,10,2,3,4,0,0,5,2,5,5,5,5,5,5,4,2,5,4000,18400,0,745000,1345000,11666.0,3870.73,29869.64,16,0,0
285,685,1,1,The Stretched Middle-Income Family,0.6823369565217394,1,1,The Stretched Middle-Income Family,current_validated,True,10,1,2,4,0,0,5,2,5,5,1,5,5,5,3,1,5,100,26500,1000,2600,2600,8220.0,4700.0,26028.05,13,0,0
286,1059,6,6,The Constrained Optimizer,0.7392418772563183,6,6,The Constrained Optimizer,current_validated,True,10,1,2,1,3930,7490,1,2,1,1,1,5,5,5,3,2,5,4000,28200,2000,16080,16080,15332.0,1920.0,28258.0,13,0,0
287,355,6,6,The Constrained Optimizer,0.7392418772563183,6,6,The Constrained Optimizer,current_validated,True,10,1,2,1,4020,8680,1,2,5,5,1,5,5,5,2,2,1,26030,26030,6000,9000,104000,9055.0,860.0,15251.0,13,0,0
288,360,1,1,The Stretched Middle-Income Family,0.6823369565217394,1,1,The Stretched Middle-Income Family,current_validated,True,10,1,2,6,0,0,5,3,5,5,1,5,5,5,2,2,5,0,24396,3000,500,500,5900.0,2871.67,17581.67,14,0,0
289,337,6,6,The Constrained Optimizer,0.7392418772563183,6,6,The Constrained Optimizer,current_validated,True,10,1,2,2,5000,9570,1,2,5,5,5,5,5,5,3,1,1,4860,6960,0,82000,82000,9301.79,0.0,21661.79,14,0,0
290,332,14,14,Stable but Stretched Single Worker,0.675,14,14,Stable but Stretched Single Worker,current_validated,True,10,4,2,1,5310,7970,1,1,1,1,1,5,1,5,4,2,1,15220,21220,0,3010,3010,17400.0,0.0,24300.0,99,0,0
291,235,6,6,The Constrained Optimizer,0.7392418772563183,16,16,"Time-Pressed, Student-Loan Burdened Singles",initial,False,10,1,3,4,0,0,5,3,1,1,5,5,5,5,4,1,5,100,18868,465,1099,1099,7292.78,2211.44,19474.5,16,0,0
292,464,1,1,The Stretched Middle-Income Family,0.6823369565217394,1,1,The Stretched Middle-Income Family,current_validated,True,10,2,3,4,0,0,5,1,1,1,1,5,5,5,4,2,5,0,10488,0,9000,9000,7164.0,0.0,10624.0,12,0,0
293,514,1,1,The Stretched Middle-Income Family,0.6823369565217394,1,1,The Stretched Middle-Income Family,current_validated,True,10,1,2,4,0,0,5,1,1,1,5,5,5,5,2,2,5,2,16002,1800,-1750,-1750,7188.0,600.0,16123.0,14,0,0
294,18,14,14,Stable but Stretched Single Worker,0.675,14,14,Stable but Stretched Single Worker,current_validated,True,10,1,2,1,4220,7690,1,1,5,5,5,5,5,5,1,2,1,24960,24960,0,500,500,8400.0,2600.0,20480.0,12,0,0
295,94,1,1,The Stretched Middle-Income Family,0.6823369565217394,1,1,The Stretched Middle-Income Family,current_validated,True,10,1,3,4,0,0,5,1,5,5,1,5,5,1,3,2,5,0,16800,0,-20300,-20300,9650.0,6500.0,20030.0,12,0,0
296,105,16,16,"Time-Pressed, Student-Loan Burdened Singles",0.6675,16,16,"Time-Pressed, Student-Loan Burdened Singles",current_validated,True,10,1,3,6,0,0,5,1,1,1,5,5,5,5,4,2,1,0,3933,0,0,0,10800.0,4000.0,15040.0,12,0,0
297,627,1,1,The Stretched Middle-Income Family,0.6823369565217394,1,1,The Stretched Middle-Income Family,current_validated,True,10,2,2,4,3600,8170,1,1,5,5,1,5,1,1,3,1,1,15610,29530,0,-138440,-138440,10520.0,1020.0,25504.0,16,0,0
298,1142,9,9,Struggling Middle-Aged Caregivers,0.6636363636363637,9,9,Struggling Middle-Aged Caregivers,current_validated,True,10,2,2,4,0,0,5,2,1,1,1,5,5,5,4,2,5,0,22800,0,1500,1500,14760.0,0.0,18080.0,9,0,0
299,1143,6,6,The Constrained Optimizer,0.7392418772563183,6,6,The Constrained Optimizer,current_validated,True,10,1,1,6,0,0,5,3,5,5,1,5,5,5,2,2,5,0,9600,0,16000,16000,8844.0,0.0,16844.0,10,0,0
300,1200,14,14,Stable but Stretched Single Worker,0.675,14,14,Stable but Stretched Single Worker,current_validated,True,10,1,1,2,4230,9290,1,1,5,5,5,5,5,5,4,2,1,8700,10000,0,0,0,16920.0,0.0,29920.0,6,0,0
301,1256,6,6,The Constrained Optimizer,0.7392418772563183,6,6,The Constrained Optimizer,current_validated,True,10,2,2,1,5620,5390,1,3,5,5,1,5,5,5,3,2,1,21000,24000,0,2000,142000,10012.0,0.0,23167.0,12,0,0
302,1232,1,1,The Stretched Middle-Income Family,0.6823369565217394,1,1,The Stretched Middle-Income Family,current_validated,True,10,1,2,4,0,0,5,1,5,5,5,5,5,5,2,2,5,1000,7000,0,25000,25000,15492.0,180.0,20352.0,17,0,0
303,837,6,6,The Constrained Optimizer,0.7392418772563183,6,6,The Constrained Optimizer,current_validated,True,10,1,3,1,5620,5380,1,3,5,5,5,5,5,5,3,2,1,24812,24812,0,82000,82000,6540.0,910.0,16186.0,99,0,0
304,874,6,6,The Constrained Optimizer,0.7392418772563183,6,6,The Constrained Optimizer,current_validated,True,10,1,1,1,4220,8680,1,3,1,1,1,5,5,5,3,2,1,1350,1350,0,2500,7500,12931.82,200.0,20676.82,13,0,0
305,844,16,16,"Time-Pressed, Student-Loan Burdened Singles",0.6675,16,16,"Time-Pressed, Student-Loan Burdened Singles",current_validated,True,10,4,1,1,5240,5380,1,4,1,1,1,5,1,5,2,2,5,3000,7166,0,0,0,13701.11,0.0,26018.59,15,0,0
306,847,6,6,The Constrained Optimizer,0.7392418772563183,6,6,The Constrained Optimizer,current_validated,True,10,1,3,6,2320,7860,5,4,5,1,1,1,1,5,2,1,1,3050,3050,0,-14000,-14000,12242.75,800.0,27362.75,16,0,0
307,738,6,6,The Constrained Optimizer,0.7392418772563183,6,6,The Constrained Optimizer,current_validated,True,10,1,3,5,0,0,5,4,1,5,1,5,5,5,4,2,5,0,11724,0,4000,4000,5108.0,50.0,21068.0,16,0,0
308,775,1,1,The Stretched Middle-Income Family,0.6823369565217394,1,1,The Stretched Middle-Income Family,current_validated,True,10,3,1,4,0,0,5,3,5,5,5,5,5,5,2,2,5,0,2000,0,7000,382000,16217.68,400.0,22377.68,14,0,0
309,712,12,12,Asset-Rich but Cash-Flow Constrained Retiree,0.7975000000000001,12,12,Asset-Rich but Cash-Flow Constrained Retiree,current_validated,True,10,2,3,4,0,0,5,2,5,5,1,5,5,5,4,2,5,725,16125,0,194000,1894000,12447.69,6545.36,27350.99,17,0,0
310,1049,6,6,The Constrained Optimizer,0.7392418772563183,6,6,The Constrained Optimizer,current_validated,True,10,1,2,1,160,6170,1,3,5,5,1,5,5,5,2,1,1,31500,36500,0,158000,158000,8220.0,2040.0,25660.0,13,0,0
311,967,6,6,The Constrained Optimizer,0.7392418772563183,6,6,The Constrained Optimizer,current_validated,True,10,1,2,1,9999,8370,1,2,1,1,1,5,5,5,2,1,1,12000,12840,0,15300,15300,8352.88,0.0,11412.88,16,0,0
312,941,20,20,Time-Pressed Single with Moderate Means,0.7000000000000001,20,20,Time-Pressed Single with Moderate Means,current_validated,True,10,2,3,4,0,0,5,2,5,5,1,5,5,5,3,1,5,0,29300,0,2300,2300,11325.36,1972.0,22757.49,13,0,0
313,978,9,9,Struggling Middle-Aged Caregivers,0.6636363636363637,9,9,Struggling Middle-Aged Caregivers,current_validated,True,10,1,2,4,0,0,5,1,1,5,5,5,5,5,2,2,5,0,10440,0,0,0,12264.0,0.0,22664.0,11,0,0
314,644,6,6,The Constrained Optimizer,0.7392418772563183,6,6,The Constrained Optimizer,current_validated,True,10,1,2,1,4700,5380,1,3,5,5,1,5,5,5,3,2,1,36622,36622,0,21000,21000,11809.2,1970.0,22594.22,15,0,0
315,462,1,1,The Stretched Middle-Income Family,0.6823369565217394,1,1,The Stretched Middle-Income Family,current_validated,True,10,1,2,4,0,0,5,2,5,5,1,5,5,5,2,1,5,200,34652,600,12900,74900,9660.0,4856.0,21416.0,16,0,0
316,451,6,6,The Constrained Optimizer,0.7392418772563183,6,6,The Constrained Optimizer,current_validated,True,10,2,3,1,9600,4470,1,3,5,5,5,5,5,5,2,2,1,35000,35000,0,0,250000,7340.0,0.0,21616.0,12,0,0
317,389,1,1,The Stretched Middle-Income Family,0.6823369565217394,1,1,The Stretched Middle-Income Family,current_validated,True,10,2,1,4,0,0,5,1,5,5,5,5,5,1,1,2,5,0,23720,0,-150,-150,15535.0,262.0,25333.32,12,0,0
318,384,1,1,The Stretched Middle-Income Family,0.6823369565217394,1,1,The Stretched Middle-Income Family,current_validated,True,10,1,3,4,0,0,5,2,1,1,5,5,5,1,3,2,5,20,17012,1200,-1850,-1850,8376.0,0.0,11856.0,15,0,0
319,1177,1,1,The Stretched Middle-Income Family,0.6823369565217394,16,16,"Time-Pressed, Student-Loan Burdened Singles",initial,False,10,2,1,4,0,0,5,1,5,5,1,5,5,5,4,2,5,0,7560,0,6000,86000,8350.0,5617.33,27347.33,3,0,0
320,1105,6,6,The Constrained Optimizer,0.7392418772563183,6,6,The Constrained Optimizer,current_validated,True,10,1,3,4,0,0,5,3,5,5,1,5,5,5,3,2,5,0,18924,0,60500,120500,8570.0,1700.0,17425.0,17,0,0
321,1079,6,6,The Constrained Optimizer,0.7392418772563183,6,6,The Constrained Optimizer,current_validated,True,10,1,3,3,4020,8680,5,3,5,5,1,5,1,5,1,2,5,4300,5800,0,-15500,-15500,13763.98,1500.0,29303.98,16,0,0
322,1292,6,6,The Constrained Optimizer,0.7392418772563183,6,6,The Constrained Optimizer,current_validated,True,10,1,3,5,4840,8780,5,3,5,5,1,5,5,5,4,1,1,22100,35300,0,6000,6000,7800.0,0.0,14900.0,13,0,0
323,1295,1,1,The Stretched Middle-Income Family,0.6823369565217394,1,1,The Stretched Middle-Income Family,current_validated,True,10,1,1,5,0,0,5,1,1,1,5,5,5,5,4,2,5,0,13716,0,0,0,6225.09,0.0,10571.59,11,0,0
324,1019,6,6,The Constrained Optimizer,0.7392418772563183,6,6,The Constrained Optimizer,initial,False,10,1,3,1,2860,6670,1,2,5,5,1,5,1,5,5,2,1,41000,48600,1000,-45500,-45500,19640.0,2980.0,41490.0,16,0,0
325,78,6,6,The Constrained Optimizer,0.7392418772563183,6,6,The Constrained Optimizer,current_validated,True,10,3,3,1,2200,7870,1,3,5,5,1,5,1,1,4,2,1,28000,52829,0,-95000,57000,15600.0,9400.0,45845.77,17,0,0
326,419,6,6,The Constrained Optimizer,0.7392418772563183,6,6,The Constrained Optimizer,current_validated,True,10,1,3,1,9000,7590,1,5,5,5,1,5,5,5,2,1,1,47000,47000,0,19000,19000,9400.0,96.0,39998.0,13,0,0
327,842,2,2,Stable Middle-Class Caregivers,0.7118905472636812,2,2,Stable Middle-Class Caregivers,current_validated,True,10,4,3,1,3850,9470,1,2,5,5,5,1,5,5,2,1,1,59000,59000,10000,50017,450017,22992.0,0.0,37892.0,13,0,0
328,658,6,6,The Constrained Optimizer,0.7392418772563183,6,6,The Constrained Optimizer,current_validated,True,10,2,4,1,4610,8170,1,3,1,5,1,5,1,1,3,1,1,57380,57380,0,-41900,-41900,16560.0,80.0,31930.0,13,5620,4690
329,426,6,6,The Constrained Optimizer,0.7392418772563183,6,6,The Constrained Optimizer,current_validated,True,10,1,3,1,5510,8680,1,4,5,5,1,5,1,1,3,2,1,41000,42300,0,-16000,-16000,18682.58,1450.0,30849.59,15,0,0
330,910,25,25,Stable Yet Stretched Single Professional,0.7175000000000001,25,25,Stable Yet Stretched Single Professional,current_validated,True,10,1,3,1,5240,3570,1,2,5,5,1,5,5,5,3,1,1,52000,52500,600,19430,19430,13167.65,1085.0,46260.65,13,0,0
331,450,24,24,Stable Middle-Income Worker,0.7043478260869563,24,24,Stable Middle-Income Worker,current_validated,True,10,2,3,3,3647,5070,5,3,5,1,1,5,5,5,4,2,1,32000,68000,400,32600,32600,18000.0,0.0,38300.0,14,0,0
332,463,6,6,The Constrained Optimizer,0.7392418772563183,6,6,The Constrained Optimizer,current_validated,True,10,3,4,1,8255,1880,1,1,1,5,1,5,1,5,4,2,1,49500,54600,0,-597,109403,10740.0,0.0,42108.0,12,4700,5390
333,908,6,6,The Constrained Optimizer,0.7392418772563183,6,6,The Constrained Optimizer,current_validated,True,10,1,2,1,4320,8590,1,5,5,5,5,5,5,5,1,2,1,50000,50000,0,0,43000,21600.0,1220.0,33548.37,17,0,0
334,629,6,6,The Constrained Optimizer,0.7392418772563183,6,6,The Constrained Optimizer,current_validated,True,10,3,4,1,9999,9999,1,2,5,5,5,5,5,5,3,1,1,50560,50560,0,20000,20000,17460.0,5200.0,41545.3,12,3420,8190
335,82,2,2,Stable Middle-Class Caregivers,0.7118905472636812,2,2,Stable Middle-Class Caregivers,current_validated,True,10,2,2,1,8220,3190,1,1,5,5,1,5,5,1,2,1,1,66220,66220,0,2010,17010,18440.0,4300.0,35679.69,13,4700,5380
336,832,6,6,The Constrained Optimizer,0.7392418772563183,25,25,Stable Yet Stretched Single Professional,initial,False,10,7,1,1,6050,170,1,1,1,1,5,5,5,5,1,2,1,69495,69495,0,0,0,22920.0,0.0,43884.3,6,8740,1090
337,963,14,14,Stable but Stretched Single Worker,0.675,14,14,Stable but Stretched Single Worker,current_validated,True,10,1,1,1,4600,8470,1,1,1,5,5,5,5,5,3,1,1,24000,68200,0,0,0,18000.0,0.0,30372.62,14,0,0
338,693,24,24,Stable Middle-Income Worker,0.7043478260869563,24,24,Stable Middle-Income Worker,current_validated,True,10,2,2,1,350,8090,1,3,5,5,1,5,5,5,2,2,1,65000,65000,3000,65000,232000,17240.0,5802.0,37822.0,17,0,0
339,600,1,1,The Stretched Middle-Income Family,0.6823369565217394,1,1,The Stretched Middle-Income Family,current_validated,True,10,2,1,5,0,0,5,1,5,5,1,5,1,1,4,2,5,399,65199,10000,-40000,83000,17909.67,120.0,32196.03,12,4220,7690
340,327,6,6,The Constrained Optimizer,0.7392418772563183,6,6,The Constrained Optimizer,current_validated,True,10,1,3,1,4940,3380,1,1,5,5,1,5,5,1,2,1,1,46000,46000,300,12750,12750,19476.0,1742.0,36062.0,14,0,0
341,338,2,2,Stable Middle-Class Caregivers,0.7118905472636812,2,2,Stable Middle-Class Caregivers,current_validated,True,10,4,2,1,7300,580,1,2,5,5,1,1,1,5,2,1,1,70000,70000,1500,-15500,214500,17740.0,8700.0,45900.0,16,0,0
342,88,6,6,The Constrained Optimizer,0.7392418772563183,6,6,The Constrained Optimizer,current_validated,True,10,3,3,1,6320,770,1,3,5,5,1,5,5,5,3,1,1,64000,66200,0,15090,98090,9410.0,3266.87,42494.87,12,0,0
343,1061,6,6,The Constrained Optimizer,0.7392418772563183,6,6,The Constrained Optimizer,current_validated,True,10,1,1,1,7700,3570,1,3,5,5,1,5,5,5,2,2,5,40000,54400,0,40100,90100,15060.0,0.0,43500.0,12,0,0
344,1081,6,6,The Constrained Optimizer,0.7392418772563183,6,6,The Constrained Optimizer,current_validated,True,10,2,3,1,4020,8270,1,3,5,5,1,5,5,5,1,2,1,70000,70000,0,0,0,21440.0,0.0,45740.0,12,0,0
345,1096,6,6,The Constrained Optimizer,0.7392418772563183,6,6,The Constrained Optimizer,current_validated,True,10,1,3,1,5400,9080,1,3,5,5,1,5,1,5,3,2,5,41000,48800,4000,9000,9000,19440.0,1440.0,32236.0,14,0,0
